PRISM Time Series Data
Location:  Lat: 37.7083   Lon: -121.8750   Elev: 394ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1895-01 - 2023-02
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2023-Mar-02
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
1998-01,7.33,42.9,49.9,56.9,45.1,0.05,3.84
1998-02,9.86,43.1,50.3,57.5,44.4,0.10,5.43
1998-03,2.70,43.8,54.0,64.2,44.8,0.25,9.50
1998-04,1.93,45.0,55.3,65.6,45.1,0.43,11.20
1998-05,2.55,49.1,56.8,64.5,48.3,0.52,7.99
1998-06,0.08,54.1,64.6,75.1,52.4,0.90,15.03
1998-07,0.00,56.6,70.7,84.8,54.3,1.36,25.28
1998-08,0.00,57.9,74.6,91.3,53.3,2.63,36.10
1998-09,0.13,57.3,70.3,83.3,53.7,2.13,25.39
1998-10,0.50,47.2,60.1,72.9,43.5,1.55,17.71
1998-11,1.73,43.1,52.7,62.3,44.5,0.17,7.68
1998-12,1.48,33.9,44.5,55.0,33.6,0.40,7.02
1999-01,3.15,37.3,47.0,56.6,37.7,0.24,6.95
1999-02,4.60,38.7,48.2,57.7,39.4,0.25,7.06
1999-03,1.94,40.1,50.1,60.1,39.9,0.31,8.68
1999-04,1.58,44.0,55.1,66.2,38.6,1.34,14.38
1999-05,0.03,46.3,58.4,70.5,44.3,0.87,14.45
1999-06,0.13,51.4,65.4,79.4,48.4,1.33,22.74
1999-07,0.00,55.5,70.1,84.7,50.9,1.94,27.99
1999-08,0.04,56.9,70.2,83.4,53.8,1.39,25.17
1999-09,0.14,55.8,70.6,85.4,49.8,2.43,28.43
1999-10,0.25,50.9,66.3,81.6,41.9,2.93,28.08
1999-11,1.47,44.9,55.9,67.0,43.6,0.70,12.38
1999-12,0.40,35.9,48.4,61.0,31.5,1.21,11.69
2000-01,5.59,41.9,50.1,58.4,40.5,0.62,7.11
2000-02,6.59,43.8,51.7,59.5,42.2,0.73,7.62
2000-03,1.68,42.7,53.5,64.2,38.5,1.15,12.05
2000-04,0.73,46.6,58.7,70.7,42.6,1.47,15.67
2000-05,0.81,50.8,63.0,75.3,46.6,1.83,19.59
2000-06,0.27,55.2,69.8,84.4,49.3,2.35,28.79
2000-07,0.00,54.6,68.3,82.0,49.9,1.71,25.83
2000-08,0.00,56.6,72.2,87.8,49.7,2.71,33.89
2000-09,0.15,54.5,68.9,83.3,48.0,2.55,28.01
2000-10,2.31,50.1,61.7,73.4,45.4,1.44,17.76
2000-11,0.68,38.5,49.4,60.3,37.3,0.62,9.68
2000-12,0.67,38.4,48.7,59.0,37.4,0.68,8.70
2001-01,2.46,34.1,45.4,56.7,34.5,0.46,8.58
2001-02,4.07,39.5,48.9,58.3,35.4,1.05,9.41
2001-03,1.60,44.1,55.5,66.9,44.2,0.66,12.12
2001-04,1.72,41.5,53.7,65.8,41.7,0.58,12.54
2001-05,0.00,52.5,68.7,84.9,45.2,2.60,30.84
2001-06,0.11,54.7,70.3,85.9,46.3,3.02,32.01
2001-07,0.00,56.6,70.6,84.5,52.3,1.87,27.26
2001-08,0.00,56.0,71.4,86.7,52.4,1.63,31.59
2001-09,0.14,54.3,68.8,83.3,49.5,1.50,27.38
2001-10,0.37,52.4,66.1,79.9,44.8,2.86,25.06
2001-11,2.63,45.4,55.7,66.0,46.3,0.40,11.20
2001-12,6.26,41.3,48.4,55.5,41.3,0.39,5.84
2002-01,1.35,36.5,45.9,55.2,37.1,0.34,6.42
2002-02,1.29,38.6,50.0,61.4,39.2,0.60,9.68
2002-03,2.03,39.8,51.6,63.4,37.6,1.16,12.14
2002-04,0.24,45.7,57.4,69.1,43.2,1.20,14.60
2002-05,1.12,47.4,60.9,74.5,44.1,1.37,19.80
2002-06,0.00,52.7,67.5,82.3,48.8,1.97,26.04
2002-07,0.00,56.0,72.4,88.9,50.6,2.41,33.84
2002-08,0.00,55.2,71.3,87.3,49.0,2.39,32.10
2002-09,0.00,54.7,71.5,88.2,47.1,3.05,35.65
2002-10,0.00,48.5,62.8,77.1,43.4,2.13,22.65
2002-11,2.86,43.1,55.2,67.2,40.2,1.01,13.20
2002-12,8.14,40.6,49.2,57.9,42.1,0.38,6.72
2003-01,1.05,42.6,51.1,59.6,44.6,0.24,6.26
2003-02,1.74,38.2,49.0,59.9,37.9,0.59,9.09
2003-03,1.21,41.8,53.8,65.8,43.2,0.57,11.49
2003-04,3.74,42.6,53.0,63.3,41.4,0.59,10.79
2003-05,1.01,49.0,61.9,74.7,45.7,1.37,18.79
2003-06,0.00,53.8,67.8,81.7,49.3,2.20,24.85
2003-07,0.00,57.7,74.9,92.2,51.6,3.16,38.02
2003-08,0.12,57.8,72.0,86.2,53.6,1.68,28.78
2003-09,0.00,56.3,71.5,86.6,50.2,2.70,31.78
2003-10,0.00,50.8,67.0,83.2,44.1,2.55,28.84
2003-11,2.06,40.1,50.8,61.4,41.1,0.47,9.36
2003-12,4.56,41.1,48.9,56.6,42.6,0.31,5.96
2004-01,2.39,39.2,46.9,54.6,41.0,0.24,5.25
2004-02,4.58,39.7,49.2,58.7,40.7,0.40,7.95
2004-03,0.53,44.8,58.1,71.4,44.2,1.00,16.24
2004-04,0.16,46.5,59.6,72.8,41.7,1.54,19.84
2004-05,0.08,49.8,62.4,75.1,46.9,1.37,19.20
2004-06,0.00,52.6,66.5,80.5,49.9,1.35,23.48
2004-07,0.00,56.3,70.9,85.6,53.5,1.55,28.14
2004-08,0.00,57.9,72.0,86.0,54.0,1.98,29.09
2004-09,0.48,54.3,70.8,87.2,47.6,2.74,33.73
2004-10,2.94,48.4,60.8,73.2,47.3,1.22,17.38
2004-11,1.04,42.7,52.5,62.2,40.6,0.80,9.63
2004-12,3.92,39.1,48.5,57.8,39.6,0.50,7.06
2005-01,3.70,38.3,45.6,52.8,39.4,0.21,4.34
2005-02,3.58,43.5,52.1,60.7,43.5,0.44,7.39
2005-03,4.55,44.1,55.1,66.0,44.1,0.64,11.41
2005-04,1.67,43.9,55.6,67.4,42.8,0.62,12.87
2005-05,1.32,51.0,62.1,73.2,49.8,0.78,15.07
2005-06,0.21,52.7,65.0,77.4,49.9,1.07,19.37
2005-07,0.00,58.3,74.8,91.4,52.9,2.35,36.73
2005-08,0.00,56.6,73.6,90.6,50.6,2.02,37.17
2005-09,0.13,51.9,66.6,81.3,47.9,1.23,25.52
2005-10,0.14,48.9,62.9,76.9,46.3,0.92,20.69
2005-11,0.90,42.7,55.5,68.2,40.4,1.17,14.44
2005-12,5.73,42.5,50.8,59.0,42.3,0.50,6.61
2006-01,4.32,40.3,49.3,58.3,41.2,0.41,6.82
2006-02,1.11,38.5,50.7,62.9,38.3,0.54,11.09
2006-03,6.03,39.6,48.8,58.0,39.4,0.40,7.79
2006-04,3.58,46.3,55.1,64.0,45.4,0.63,9.26
2006-05,0.46,50.3,63.8,77.4,47.9,1.07,20.46
2006-06,0.00,55.2,70.1,85.0,51.8,1.50,27.66
2006-07,0.00,59.7,76.3,93.0,52.7,3.62,40.73
2006-08,0.00,55.2,70.3,85.5,51.5,1.73,28.17
2006-09,0.00,53.4,69.4,85.3,47.2,1.84,30.64
2006-10,0.20,48.3,61.4,74.5,41.5,2.05,20.23
2006-11,2.12,44.0,54.3,64.5,43.5,0.61,10.26
2006-12,2.81,37.4,48.0,58.7,34.1,0.88,9.39
2007-01,0.81,32.7,45.1,57.5,28.3,0.96,10.16
2007-02,4.54,41.8,50.8,59.8,40.4,0.71,8.53
2007-03,0.54,43.0,56.2,69.4,40.7,1.16,15.48
2007-04,0.83,44.7,57.6,70.5,41.0,1.23,17.33
2007-05,0.19,49.1,62.7,76.2,42.8,1.88,21.89
2007-06,0.00,51.9,66.9,81.9,46.4,1.98,27.22
2007-07,0.02,56.6,70.9,85.2,51.8,2.17,28.51
2007-08,0.00,56.7,72.0,87.2,50.2,2.76,32.50
2007-09,0.28,54.6,67.3,80.0,47.9,2.42,24.54
2007-10,1.38,47.2,60.2,73.2,43.1,1.45,18.46
2007-11,0.69,42.3,55.5,68.8,38.8,1.06,15.42
2007-12,2.34,36.7,46.2,55.8,34.1,0.65,8.18
2008-01,5.71,38.7,46.2,53.7,35.8,0.75,6.32
2008-02,2.40,38.7,49.3,59.9,36.9,0.63,9.75
2008-03,0.24,40.5,52.9,65.3,37.3,1.02,13.40
2008-04,0.10,41.7,55.4,69.0,37.3,1.33,17.40
2008-05,0.00,48.8,62.4,76.1,41.9,2.28,22.57
2008-06,0.00,52.3,68.1,84.0,42.9,3.26,31.22
2008-07,0.00,56.3,71.6,86.9,50.4,2.58,31.47
2008-08,0.00,56.6,72.8,89.0,49.9,2.84,34.97
2008-09,0.00,54.2,70.2,86.3,45.3,3.32,33.05
2008-10,0.41,48.7,63.9,79.1,39.6,2.74,26.22
2008-11,1.83,46.5,56.7,66.8,44.3,1.05,11.87
2008-12,2.02,35.4,45.4,55.3,35.7,0.45,7.36
2009-01,1.40,36.7,48.2,59.8,34.4,0.75,10.58
2009-02,4.69,40.7,49.6,58.6,38.9,0.72,8.24
2009-03,2.68,41.9,52.8,63.7,38.2,1.06,11.96
2009-04,0.34,43.8,56.2,68.7,38.9,1.44,16.75
2009-05,0.64,50.7,64.6,78.4,45.7,1.97,23.06
2009-06,0.04,54.6,66.7,78.7,47.6,2.81,23.17
2009-07,0.00,55.1,71.2,87.2,48.3,2.63,33.02
2009-08,0.00,56.0,71.7,87.4,49.6,2.63,32.84
2009-09,0.24,56.4,72.6,88.7,49.5,2.79,35.55
2009-10,3.49,49.8,61.5,73.2,43.9,1.84,17.70
2009-11,0.38,39.5,52.4,65.3,38.4,0.82,12.75
2009-12,2.42,36.8,45.9,55.1,36.3,0.46,6.68
2010-01,4.90,41.2,48.2,55.2,41.4,0.40,4.81
2010-02,2.49,42.8,51.3,59.8,43.0,0.36,7.22
2010-03,2.07,40.1,52.3,64.5,39.2,0.61,12.36
2010-04,3.07,42.5,53.3,64.2,40.8,0.78,11.70
2010-05,0.59,45.3,57.6,69.9,42.4,1.02,15.65
2010-06,0.00,53.7,67.1,80.6,48.6,1.94,23.90
2010-07,0.00,54.8,69.9,84.9,49.8,1.91,28.24
2010-08,0.00,53.7,68.5,83.4,49.9,1.61,26.74
2010-09,0.00,53.6,69.4,85.2,48.1,2.41,30.45
2010-10,1.07,50.1,62.9,75.7,46.1,1.59,20.43
2010-11,2.52,41.9,53.2,64.6,39.7,1.10,12.73
2010-12,4.95,41.4,49.6,57.8,41.7,0.37,6.11
2011-01,1.25,36.7,46.7,56.7,37.3,0.39,7.36
2011-02,3.84,37.1,48.2,59.4,33.6,0.99,10.73
2011-03,5.39,42.9,52.0,61.0,42.2,0.66,8.72
2011-04,0.24,44.0,55.1,66.3,41.3,0.99,12.39
2011-05,0.72,46.6,57.9,69.3,41.2,1.53,15.92
2011-06,1.80,52.2,65.0,77.8,48.6,1.62,21.25
2011-07,0.00,55.8,70.4,84.9,51.1,2.29,28.39
2011-08,0.00,55.1,70.6,86.1,51.2,1.65,29.32
2011-09,0.00,55.5,72.1,88.7,49.4,2.43,34.06
2011-10,1.04,50.1,63.4,76.7,47.6,1.26,19.80
2011-11,1.13,41.1,51.8,62.6,39.9,0.85,10.34
2011-12,0.10,33.8,46.7,59.7,28.2,1.44,11.61
2012-01,2.13,36.1,48.4,60.6,34.2,0.81,10.54
2012-02,0.80,39.7,51.1,62.5,35.6,1.07,12.23
2012-03,3.46,41.6,52.0,62.4,37.7,1.10,11.22
2012-04,3.32,45.7,57.4,69.1,41.9,1.11,15.13
2012-05,0.04,48.9,62.7,76.4,43.2,1.76,21.85
2012-06,0.11,52.1,67.1,82.0,45.4,2.35,28.05
2012-07,0.00,55.3,70.5,85.7,49.5,2.38,30.45
2012-08,0.00,55.9,73.2,90.4,49.4,2.58,37.36
2012-09,0.00,53.2,69.4,85.6,47.4,2.19,30.91
2012-10,0.59,51.2,64.4,77.6,46.7,1.80,22.55
2012-11,3.48,44.3,55.4,66.5,43.8,0.71,11.93
2012-12,6.77,40.1,48.6,57.1,39.6,0.56,7.00
2013-01,0.70,33.7,44.6,55.6,32.9,0.50,8.15
2013-02,0.54,35.2,48.1,61.0,34.1,0.67,11.02
2013-03,0.41,42.7,55.5,68.3,40.8,0.89,14.27
2013-04,0.53,47.2,61.0,74.8,41.2,1.80,20.60
2013-05,0.20,51.4,64.0,76.7,43.2,2.55,22.18
2013-06,0.02,55.0,69.6,84.1,49.5,2.21,28.45
2013-07,0.00,57.0,73.3,89.5,50.7,2.48,35.83
2013-08,0.00,57.5,71.6,85.8,52.6,2.15,29.07
2013-09,0.54,56.1,69.5,82.8,50.0,2.61,26.52
2013-10,0.00,47.2,62.4,77.6,39.1,2.46,24.14
2013-11,1.22,42.9,55.8,68.7,38.2,1.45,15.89
2013-12,0.67,33.4,46.6,59.9,28.6,1.08,12.12
2014-01,0.08,38.4,52.3,66.1,32.4,1.46,15.11
2014-02,3.28,42.7,52.9,63.0,41.1,0.76,10.88
2014-03,1.53,46.0,57.7,69.3,40.9,1.62,15.49
2014-04,1.78,46.6,59.4,72.2,43.3,1.30,18.39
2014-05,0.00,52.4,66.1,79.8,42.9,3.01,26.45
2014-06,0.00,54.2,69.4,84.6,46.9,2.42,30.33
2014-07,0.00,59.5,74.5,89.4,51.5,3.18,35.24
2014-08,0.00,58.4,72.8,87.2,52.9,2.21,31.12
2014-09,0.29,57.8,71.7,85.7,52.4,2.26,29.82
2014-10,0.19,52.2,67.2,82.2,44.5,2.42,29.09
2014-11,1.46,45.9,57.2,68.5,43.5,0.97,14.04
2014-12,10.20,47.2,54.3,61.4,44.5,1.14,8.05
2015-01,0.00,39.2,50.3,61.5,37.5,0.79,10.19
2015-02,2.81,44.4,55.8,67.3,41.4,1.14,12.92
2015-03,0.30,45.4,59.3,73.3,42.3,1.26,19.00
2015-04,1.24,46.0,59.0,72.0,39.9,1.65,18.60
2015-05,0.49,51.6,61.6,71.6,45.1,2.24,15.69
2015-06,0.26,56.2,71.4,86.6,49.7,2.47,32.54
2015-07,0.00,60.6,74.1,87.6,51.9,3.72,32.67
2015-08,0.00,60.0,74.0,87.9,52.1,3.28,33.53
2015-09,0.00,57.3,73.3,89.2,45.3,4.49,38.67
2015-10,0.04,55.0,69.1,83.2,47.9,2.91,27.94
2015-11,2.55,39.8,51.8,63.9,36.9,0.91,12.44
2015-12,3.84,37.3,47.0,56.7,36.8,0.65,7.51
2016-01,4.65,43.0,50.3,57.6,41.8,0.70,6.27
2016-02,1.00,41.7,54.1,66.5,40.9,0.84,12.82
2016-03,5.26,44.9,55.6,66.2,43.8,0.83,11.50
2016-04,1.84,48.3,59.9,71.5,44.1,1.47,16.49
2016-05,0.26,52.2,63.9,75.5,46.7,2.13,19.35
2016-06,0.00,54.7,70.4,86.2,46.7,2.98,33.34
2016-07,0.00,56.1,72.7,89.2,48.4,2.86,36.45
2016-08,0.00,56.2,71.6,87.0,50.5,2.20,31.52
2016-09,0.00,53.7,69.8,85.8,46.0,2.89,32.93
2016-10,4.51,50.7,62.3,74.0,46.1,1.75,18.47
2016-11,1.44,44.4,55.4,66.3,44.7,0.70,11.16
2016-12,3.57,37.2,47.1,56.9,35.8,0.73,7.86
2017-01,9.88,38.6,46.7,54.7,37.8,0.59,6.14
2017-02,8.20,43.9,52.0,60.1,41.6,0.58,7.62
2017-03,2.39,44.0,55.5,66.9,42.3,0.89,13.34
2017-04,2.33,46.1,57.2,68.4,41.9,1.32,14.68
2017-05,0.04,50.7,64.0,77.3,45.6,1.98,21.76
2017-06,0.00,55.4,69.6,83.8,50.3,2.28,27.58
2017-07,0.00,56.8,74.1,91.4,49.4,2.75,38.62
2017-08,0.00,58.9,73.5,88.0,53.0,2.48,31.84
2017-09,0.03,57.5,71.6,85.7,49.6,3.06,30.96
2017-10,0.17,47.9,63.8,79.6,38.2,2.03,27.12
2017-11,2.57,45.9,55.9,65.9,44.1,0.66,10.85
2017-12,0.07,34.8,48.0,61.2,31.0,1.06,12.16
2018-01,3.55,42.0,50.6,59.2,43.1,0.31,6.51
2018-02,0.44,36.9,50.6,64.4,32.6,0.90,14.99
2018-03,4.64,40.6,51.6,62.7,41.0,0.49,10.66
2018-04,2.01,45.2,57.5,69.8,43.9,0.57,14.92
2018-05,0.00,50.3,61.4,72.6,47.2,1.03,15.61
2018-06,0.00,52.5,67.7,83.0,49.3,1.16,26.46
2018-07,0.00,57.5,74.1,90.8,51.2,2.37,36.61
2018-08,0.00,56.3,71.1,86.0,50.5,2.21,30.44
2018-09,0.00,52.3,68.5,84.7,47.3,1.56,30.26
2018-10,0.18,49.7,64.2,78.8,43.8,1.71,23.59
2018-11,2.32,42.2,55.6,68.9,35.1,1.74,17.08
2018-12,1.99,39.8,49.0,58.2,39.2,0.46,7.46
2019-01,3.29,41.3,50.4,59.6,40.1,0.55,7.97
2019-02,7.11,38.6,47.1,55.6,36.7,0.58,7.03
2019-03,2.98,42.4,52.3,62.2,39.9,0.67,9.93
2019-04,0.30,47.8,60.0,72.3,47.0,0.86,16.30
2019-05,1.92,49.7,59.8,69.9,47.2,1.11,13.63
2019-06,0.00,54.8,69.9,85.0,50.5,2.11,28.86
2019-07,0.00,56.4,71.6,86.8,51.8,1.96,31.03
2019-08,0.00,58.9,74.3,89.8,53.7,2.64,34.24
2019-09,0.13,55.2,69.7,84.3,51.2,2.01,28.79
2019-10,0.00,46.0,62.0,77.9,35.8,3.12,26.31
2019-11,1.16,41.0,55.3,69.7,38.0,1.16,17.84
2019-12,3.19,42.8,50.4,58.0,43.7,0.34,6.19
2020-01,1.07,38.3,48.1,57.8,41.3,0.23,6.70
2020-02,0.00,39.3,52.9,66.4,34.1,1.39,15.53
2020-03,2.34,42.5,52.4,62.3,40.2,0.81,11.19
2020-04,1.57,46.8,58.2,69.5,45.2,0.98,14.43
2020-05,0.83,51.6,65.5,79.4,47.1,1.88,25.10
2020-06,0.00,54.8,69.5,84.2,49.1,2.14,29.29
2020-07,0.00,55.7,72.0,88.3,50.4,1.99,33.98
2020-08,0.15,60.9,76.7,92.5,53.5,3.53,39.71
2020-09,0.00,57.9,73.0,88.1,51.9,2.14,33.75
2020-10,0.00,52.4,68.7,85.1,41.0,3.80,34.22
2020-11,0.58,39.2,52.9,66.6,37.3,0.96,15.55
2020-12,1.37,37.0,48.9,60.8,35.3,0.89,11.25
2021-01,3.41,38.9,49.6,60.2,38.9,0.84,10.00
2021-02,0.62,39.7,51.5,63.4,37.2,1.02,12.93
2021-03,0.94,38.6,51.4,64.3,36.1,1.10,14.28
2021-04,0.18,44.4,58.2,72.0,40.9,1.46,19.31
2021-05,0.00,48.2,62.9,77.7,44.4,1.58,23.63
2021-06,0.00,54.6,69.3,84.0,50.6,2.15,29.29
2021-07,0.00,56.9,73.2,89.6,51.0,2.65,36.46
2021-08,0.00,56.9,73.1,89.3,52.0,2.49,35.57
2021-09,0.00,54.5,70.7,86.9,49.4,2.47,33.49
2021-10,6.07,49.9,62.4,74.9,44.5,2.03,20.96
2021-11,0.68,44.0,55.1,66.2,46.4,0.37,10.77
2021-12,5.96,39.7,47.5,55.2,41.9,0.27,5.68
2022-01,0.02,37.1,48.8,60.5,40.3,0.23,8.78
2022-02,0.07,35.1,50.0,64.9,33.9,0.65,14.39
2022-03,0.49,40.4,54.6,68.8,39.8,0.77,16.27
2022-04,1.80,43.5,57.1,70.7,41.6,0.98,18.03
2022-05,0.00,48.2,62.7,77.3,44.0,1.63,20.40
2022-06,0.00,54.1,70.2,86.2,49.1,1.84,33.09
2022-07,0.00,56.4,71.0,85.7,52.3,1.74,29.86
2022-08,0.00,57.7,73.4,89.2,54.3,1.72,34.34
2022-09,0.53,57.9,73.5,89.1,51.8,2.97,37.66
2022-10,0.00,49.6,65.0,80.4,47.9,1.01,24.78
2022-11,2.06,37.5,50.4,63.2,36.5,0.61,12.71
2022-12,7.39,37.2,46.2,55.2,41.0,0.13,5.62
2023-01,10.97,40.2,49.0,57.7,39.6,0.55,8.14
2023-02,2.91,35.3,46.3,57.4,35.3,0.57,9.28
